ID;Odpowiedzi
829;Wróżka obrzezuszka.
830;Aborcyjny niedobitek.
831;Adoptowanie dziecka tylko po to, by porzucić je w galerii handlowej.
832;Uchwyty do trzymania mojej pyty.
833;Ujemne IQ.
834;Allah.
835;Stowarzyszenie Amatorów Nieletnich Ciał.
836;Żółty śnieg.
837;Karny kutas.
838;Autystyczni Power Rangers.
839;Babcine seksrady.
840;Ucieczka sprzed ołtarza.
841;Białystok.
842;Biedawczasy.
843;Bitwa o jedzenie w domu starców.
844;Wypełnianie PIT-u.
845;Branie z połykiem dla szpanu.
846;Brązowy zmaz, który niekoniecznie jest śladem po czekoladzie.
847;Brzydkie koleżanki.
848;Budowa kolejnego meczetu.
849;Budyń.
850;Wyprzedaż w sierocińcu.
851;Buty na rzepy.
852;Bycie jedyną białą, samicą w barze pełnym erasmusów.
853;Bycie pedałem za kasę.
854;Związki zawodowe pracowników fabryk gadżetów erotycznych.
855;Używanie gazu pieprzowego jako dezodorantu.
856;Cellulit.
857;Ceny paliw.
858;Chędożenie trupa.
859;Chłostanie byka.
860;Chujów sto.
861;Inwentaryzacja haremu.
862;Ciepłe, mokre babcine buziaki.
863;Cios w szczepionkę.
864;Zwalnianie pracowników za pomocą katapulty.
865;Zbrodnie wojenne.
866;Cygańskie biznesy.
867;Zdrajca rasy.
868;Czeski imperializm.
869;Czopki z gwintem.
870;Zdzirowata córka.
871;Ćwiczenie mięśni Keggla w miejscu pracy.
872;Dachowanie drezyny z cyganami.
873;Defraudacja pieniędzy Caritasu.
874;Demonicznie u opętany toster.
875;Deskorolka na pedały.
876;Dobór naturalny.
877;Doktorat z socjologii.
878;Dopochwowe kaszlnięcie.
879;Dosypywanie Viagry do kaszek dla niemowląt.
880;Zezwolenie na kontrolowany odstrzał Aborygenów.
881;Drift łodzią podwodną.
882;Rydwan na baterie.
883;Drużyna Actimela.
884;Dziekanat.
885;Dziesięcina.
886;Dziewiczy wąs.
887;Dziura budżetowa.
888;Dżihad.
889;Ekskluzywne wibratory o kształcie leśnych zwierzątek.
890;Striptiz na stypie k.
891;Epidemia dżumy tw.
892;Erotyczne sny z udziałem woich najbliższych.
893;Złapanie choroby wenerycznej podczas masturbacji.
894;Adopcja na odległość.
895;Faszyzm.
896;Śmietana szefa kuchni.
897;Żyletki w cukierkach.
898;Gender.
899;Germanizacja.
900;Glutaminian sodu.
901;Górniczo-hutnicza orkiestra dęta.
902;Życie na kredyt.
903;Granie w Tetris ciałami zamrożonych dziadków.
904;Grube dziewczyny w leginsach.
905;Gułag.
906;Gwałtowóz.
907;Sraczka.
908;Hipsterstwo.
909;Zhierarchizowana kolejność nalewania wódki.
910;Holokaust.
911;Ilustrowany atlas pestycydów.
912;Imieniny u cioci.
913;Impotencja.
914;Zobaczenie babci nago.
915;Jagodzianki z truskawkami.
916;Zespół Napięcia Przedmiesiączkowego.
917;Jazda na rowerze bez siodełka.
918;Zrzucenie ciężarnej ze schodów.
919;Gwałt na studniówce.
920;Kalambury w psychiatryku.
921;Karmienie piersią jednocześnie pijąc browar.
922;"Karta: ""Wychodzisz wolny z więzienia""."
923;Karygodny taniec godowy.
924;Kaszubska pieśń patriotyczna.
925;Katechizm kolorowanka.
926;Kiełbasa śląska.
927;Kierowcy BMW.
928;Zatrzaśnięcie się w drzwiach obrotowych.
929;Kisiel.
930;Klawisz urządzający wyścigi rzędów w więzieniu o zaostrzonym rygorze.
931;Kleszczowe zapalenie mózgu.
932;Kobieta za kierownicą.
933;Piasek w pochwie.
934;Kokaina.
935;Kolekcjonowanie chorób wenerycznych.
936;Kolonia karna.
937;Kolonializm.
938;Wyższe wykształcenie.
939;Komunizm.
940;Konserwant E 953.
941;Kopanie tunelu do Chin.
942;Dziwki, koks, tajski boks.
943;Kreatywna księgowość.
944;Szara breja, która podtrzymuje kardynała Dziwisza przy życiu.
945;Toksyczny związek.
946;Kutasosanki.
947;Leczenie HIV ibupromem.
948;Wyjściowy dres.
949;Logicznie myśląca kobieta.
950;Flaszka niedopitka.
951;Ładne Niemki.
952;Ładowanie w cewkę moczową.
953;Łysy z Brazzers.
954;Jasełka w KGB.
955;Margaryna.
956;Marsz trędowatych.
957;Zboczone opowieści weterynarza.
958;Matka Teresa wrzucająca Murzynów do zbiornika z rekinami.
959;Mąż utrzymanek.
960;Niewolnictwo fair trade.
961;Wybielanie Murzynów.
962;Miejsce do którego wędruje Włóczykij.
963;Mikołaj Kopernik siadający gołą dupą na mrowisku.
964;Mimowolne słyszenie rodziców podczas seksu.
965;Mineta na sucho.
966;Mikrosutki.
967;Wypadek podczas palcówki.
968;Moja była.
969;Mokry sen.
970;Moment w którym feministki mają rację.
971;Używanie karłów jako podłokietników.
972;Motylek roznoszący HIV.
973;Mój były.
974;Mój dziwny brat.
975;Zabawa w chowanego na OIOM-ie.
976;Mój zaganiacz na ośmiogodzinnej warcie.
977;Mściwe ruchanie.
978;Murzyn albinos.
979;Musztarda bez akcyzy.
980;Zarażenie się ciążą.
981;Nadgorliwe badanie prostaty.
982;Nagi Conan i jego mały barbarzyńca.
983;Nagrzana po poprzednim użytkowniku deska sedesowa.
984;Najazd Azteków.
985;Naleśniki z wpierdolem.
986;Chujnia z chlebem.
987;Tarło węży.
988;Erekcja ojca.
989;Nielegalni imigranci.
990;Niepoprawny drągal.
991;Sfałszowane wybory parlamentarne.
992;Zapomniana przez wszystkich ekologów dziura ozonowa.
993;Niespodziewana wizyta rodziców.
994;Niesrogi autyzm.
995;Zbereźne szeptanie.
996;Obliczanie całki.
997;Obóz śmierci.
998;Ociekanie zajebistością.
999;Oglądanie filmów porno dla fabuły.
1000;Opierdol od pani psycholog z Rozmów w Toku.
1001;Oporny anal.
1002;Orgie drwali.
1003;Wzgórze gwałtów.
1004;Owoce Jogobelli.
1005;Palec grzebalec.
1006;Papież po zawodówce.
1007;Zanikający polski przemysł.
1008;Parkowanie mojego różowego Poloneza w twoim garażu miłości.
1009;Emerytura ZUS.
1010;Zatwardzenie.
1011;Pierd z farszem.
1012;Pierwsza komunia.
1013;Pierwsza miłość.
1014;Pierwszy wzwód.
1015;Sabotaż Gryfndoru.
1016;Wzbogacony uran.
1017;Pijany trójkącik z nauczycielami z mojego liceum.
1018;Pisiont groszy.
1019;Plaga bezdomnych.
1020;Plan minimum.
1021;Pleśń.
1022;Płaca minimalna.
1023;Płaskostopie.
1024;Płatny wolontariat.
1025;Pełne wstydu oraz niebezpieczeństw katolickie obciąganie.
1026;Komitet Partii w Komunistycznej.
1027;Podcieranie się konwencją praw człowieka.
1028;Wynurzający się peryskop podczas kąpieli w wannie.
1029;Polki dające Murzynom i Arabom.
1030;Popijanie ibupromu majonezem.
1031;Poranny drągal.
1032;Porno w kodzie Morse'a.
1033;Wsteczne kolana.
1034;Pozbycie się dziewictwa na własną rękę.
1035;"Półamatorska brygada remontowobudowlana ""Szwagier""."
1036;Prawdziwy Polak.
1037;Prewencyjne kastrowanie uchodźców.
1038;Przedwczesny wytrysk.
1039;Przegłosowanie kolejnego rozbioru Polski.
1040;Przerabianie bezdomnych na mobilne punkty Wi-Fi.
1041;Radioaktywni grzybiarze.
1042;Wewnętrzna warstwa tłustej, śliskiej substancji przeciwpotnej.
1043;Przyjaźń damsko-męska.
1044;Nowy, inwazyjny gatunek paprotki.
1045;Przypadkowe zapłodnienie teściowej.
1046;Przypadkowy gwałt.
1047;Radom.
1048;Rasista daltonista.
1049;Rasistowska staruszka.
1050;Reglamentacja żywności w sierocińcu.
1051;Waginowe miętówki - Mięta dla twojej waginy.
1052;Reporterzy TVN.
1053;Ridge Forrester spuszczający się na twoje drzwi.
1054;Rodzinna sprzeczka.
1055;Rodzinne odlewanie się na groby przodków.
1056;Bezcenny argentyński kaktus.
1057;Rosja.
1058;Rosyjska super-ebola.
1059;Rozstanie się z miłością swojego życia.
1060;Równe płace dla kobiet i mężczyzn.
1061;Wodzirej grupowej masturbacji w kółeczku.
1062;Rwanie na dywanie.
1063;Rzut liliputem.
1064;Rżnięcie.
1065;Dziurawy durszlak.
1066;Tiramisu, że aż jaja bolą.
1067;Samotne pójście na studniówkę.
1068;Sandały z azbestu.
1069;Wchodzenie na sucho.
1070;Seks bez zabezpieczeń na cześć Mojżesza.
1071;Seksualna abstynencja.
1072;Wkładanie sera do odtwarzacza DVD.
1073;Kolejna nieudolna reforma NFZ.
1074;Seryjny samobójca.
1075;Sielskie czasy segregacji rasowe.
1076;Sikanie ej do umywalki.
1077;Silna i niezależna kobieta, która nie potrzebuje mężczyzny.
1078;Składanie CV do burdelu.
1079;Składanie skrzeku w kałuży.
1080;Skolioza odbytu.
1081;Testowanie wytrzymałości przyszłego męża.
1082;Współczesne polskie kabarety.
1083;Skurcz pochwy.
1084;Skwiercząca, seksualna odyseja z uczniami katolickiej szkoły.
1085;Słodkie słówka.
1086;Smalczyk.
1087;Solówka po lekcjach.
1088;Kożuch z mleka.
1089;Sos Barbeque na moich cyckach.
1090;Spawacz-ginekolog.
1091;Spięcie w respiratorze.
1092;Utytłany czekoladą chomiczek.
1093;Społeczne niezadowolenie.
1094;Ciche dni.
1095;Sprawdzian z pszyry.
1096;Sprzedanie się.
1097;Sranie z drabiny.
1098;Stara raszpla.
1099;Starcze wzwody.
1100;Staropanieństwo.
1101;Stopa w dupie.
1102;Wesele w McDonaldzie.
1103;Wytwórnia niskogatunkowych wyrobów alkoholowych „Akademik”.
1104;Strzyżenie przydomowego trawnika jednorazową maszynką do golenia.
1105;Studniówka w poprawczaku.
1106;Stwardnienie rozsiane.
1107;Klaun pogrzebowy.
1108;Szczepionka na bezdomność.
1109;Szmatka nasączona chloroformem.
1110;Pomoc społeczna.
1111;Szpitalne kolejki.
1112;Szpitalne żarcie.
1113;Ostateczne wytępienie Indian.
1114;Szturm rebeliantów na rządowe targowiska z krabami.
1115;Szwadron emerytów na wózkach widłowych.
1116;Ściąganie na teście ciążowym.
1117;Zsyłka na Sybir.
1118;Śląscy naukowcy.
1119;Świąteczna promocja w domu publicznym.
1120;Ta dziwna zabawa w zapasy z wujkiem Staszkiem.
1121;Ta niebieska ciecz z reklam tamponów.
1122;Ta ruda zdzira obciągająca każdemu, tylko nie tobie.
1123;Tajna plantacja rzeżuchy.
1124;Tak twarda woda, że gdy bierze się prysznic, to dostaje się wpierdol.
1125;Sidła na dzieci.
1126;Tańce ruchańce.
1127;Tańczenie makareny na polu minowym.
1128;Tatuowanie genitaliów.
1129;Te 9 na 10 osób, które są zadowolone ze zbiorowego gwałtu.
1130;Ten pierdolnik.
1131;Ten pierwszy raz.
1132;Używanie kleju zamiast wazeliny.
1133;Topielec w kadzi sosu.
1134;Trądzik młodzieńczy.
1135;Warszawa.
1136;Serowe prezerwatywy.
1137;Trzcina cukrowa.
1138;Nadużycie władzy.
1139;Tupiące dzieci na wózkach inwalidzkich.
1140;Pożar podczas powodzi.
1141;Twoja stara.
1142;Twój stary.
1143;Tymczasowy syndrom Downa.
1144;Zez rozbieżny.
1145;Wichajster.
1146;Ustawa znosząca biedę.
1147;Udar mózgu podczas srania.
1148;Udawanie pedała by nie iść do wojska.
1149;Wykręcenie sutka.
1150;Unijne dotacje.
1151;Upolowanie dzidą sklepowej szynki.
1152;Uprzedmiotowienie kobiety.
1153;Te 9 na 10 osób zadowolonych z gwałtu.
1154;(﻿ ͡° ͜ʖ ͡°).
1155;10 000 wrzeszczących nastoletnich dziewic.
1156;10 piłkarzy z erekcją walczących z tobą na pełnych obrotach.
1157;11.09.2001.
1158;200 lat niewoli.
1159;3,7 miliarda lat ewolucji.
1160;400 lat okrucieństw kolonialnych.
1161;45 minut strzelania palcami.
1162;70 000 graczy pocących się i pierdzących w szczelnej stalowej kopule.
1163;8 uncji meksykańskiej heroiny czarnej smoły.
1164;Pytania o charakterze rasistowskim.
1165;Toksyczna męskość.
1166;Mój szef.
1167;Trzy kutasy jednocześnie.
1168;Wielki Kryzys.
1169;Mój status w związku.
1170;9000 dzieci, które dziś umrą z głodu.
1171;AIDS.
1172;Opieka hospicyjna.
1173;Terapia konwersyjna gejów.
1174;Aborcja murzynki u meksykańskiego lekarza cyborga.
1175;Aborcja.
1176;Rozpływanie się w nicość.
1177;Pieprzyć moją siostrę.
1178;Dartha Vadera.
1179;Splatanie trzech penisów w Twizzlera.
1180;GoGurt.
1181;Moja gruba córka.
1182;Ręczna robota Asada.
1183;Energiczne ręce jazzowe.
1184;Brutalność policji.
1185;Adoptowanie dziecka tylko po to, żeby porzucić je w galerii handlowej.
1186;Aleksandria Ocasio-Cortez.
1187;Stary facet, który prawie nie żyje.
1188;Kanye Westa.
1189;Alternatywny wszechświat, w którym pudełka trzymają rzeczy wewnątrz ludzi.
1190;Jakaś suka, która kocha ananasa.
1191;Płód.
1192;Autobus, który eksploduje, jeśli przekroczy 50 mil na godzinę.
1193;Baby z nosa.
1194;Biblia Święta.
1195;Gandhiego.
1196;Brak ocalałych.
1197;Broń grawitacyjna.
1198;Budowa.
1199;Budzę się półnagi na parkingu Denny’ego.
1200;Pieprzona tona migdałów.
1201;Bycie cholernie żałosnym.
1202;Karen.
1203;Ślub, posiadanie kilkorga dzieci, kupno kilku rzeczy, wyjazd na Florydę i śmierć.
1204;Bycie emocjonalnie i fizycznie zdominowanym przez Gordona Ramsaya.
1205;Bóg.
1206;Ból głowy, który zdecydowanie jest rakiem.
1207;Ból istnienia.
1208;Kontrola urodzeń.
1209;Smegma.
1210;Cała kupa w moim ciele.
1211;Cała ta ciecz w moich ustach.
1212;Charyzmatyczny gej.
1213;Choroba umysłowa.
1214;Chuj.
1215;Chwytam mojego mężczyznę za uchwyty miłosne i rucham go w wielki tyłek.
1216;Paskudne gówno, naprawdę chore.
1217;Wypycham mój siusiu Tic Tacami.
1218;Chłodny, orzeźwiający smak Pepsi.
1219;Banany.
1220;Ptaki nielotne.
1221;Wzdrygać się.
1222;Niekończący się strumień biegunki.
1223;Dobre powąchanie.
1224;Przybycie pizzy.
1225;Oprah.
1226;U mnie bąbelki.
1227;Trwałe zaburzenie orgazmu i twarzy.
1228;Ciało 46-letniego mężczyzny.
1229;Cis-mężczyzna grający transpłciową kobietę.
1230;Sam Diabeł.
1231;Społeczność w Chrystusie.
1232;Przenoszenie narkotyków z ulicy do mojego organizmu.
1233;Czekam do ślubu.
1234;Zbawienie.
1235;Moja żona uprawia seks z twoją żoną.
1236;Pyszny dupek Daniela Radcliffe’a.
1237;NFT.
1238;Zaburzenie erekcji.
1239;Iluzja wyboru w późnym stadium społeczeństwa kapitalistycznego.
1240;Wiele nietoperzy.
1241;Gorący Azjaci.
1242;Wstyd.
1243;Żałosna wymówka dla ojca.
1244;Co to znaczy być Żydówką we współczesnym społeczeństwie.
1245;Wynurzają się z morza i szaleją w Tokio.
1246;Pierdnięcie tak potężne, że budzi gigantów z tysiącletniego snu.
1247;Składanie jajka.
1248;Były prezydent George W.
1249;Rozbieranie się i oglądanie Nickelodeon.
1250;Czarna twarz.
1251;Czarna śmierć.
1252;Czarni ludzie.
1253;Jakiś punkowiec, który ukradł moją kanapkę z indykiem.
1254;Południe.
1255;Bycie kobietą.
1256;Wzruszające sieroty.
1257;Naruszenie naszych najbardziej podstawowych praw człowieka.
1258;Dobry, silny goryl.
1259;Czekolada na moim penisie.
1260;Czternastolatka karmiąca piersią.
1261;Czytanie całej książki.
1262;Czytanie całej umowy licencyjnej użytkownika końcowego.
1263;Człowiek w kształcie pudełka.
1264;Człowiek, który jest tak fajny, że jeździ na motocyklu.
1265;Demonicznie opętany toster.
1266;Dobrowolny seks ze swoim ojcem.
1267;Dopasowanie do swojej mamy na Tinderze.
1268;Dotykanie mopsa bezpośrednio na jego penisie.
1269;Patriarchat.
1270;Nie mając na sobie spodni.
1271;Drobne kłopoty ziemskiej szlachty.
1272;Druidzi.
1273;Dwa pieprzące się ze sobą wieloryby.
1274;Dwadzieścia cheerleaderek śmiejących się z twojego małego penisa.
1275;Dwie piękne świniowate siostry.
1276;Długie spotkanie biznesowe bez wyraźnego celu.
1277;Ebola.
1278;Egzemplarz Mein Kampf z autografem Adolfa Hitlera należący do Donalda Trumpa.
1279;Epidemia dżumy.
1280;Erotyczne sny z udziałem twoich najbliższych.
1281;Erekcja trwająca dłużej niż cztery godziny.
1282;Ewentualny muzułmanin.
1283;Ewolucja labiryntowej pochwy.
1284;Fajne, związane nastolatki z rakiem.
1285;Fantazja każdego człowieka: idealnie cylindryczna pochwa.
1286;Filc.
1287;Finał sezonu panieńskiego.
1288;Rasistowski sos naleśnikowy cioci Jemimy.
1289;Foch.
1290;Futurystyczne sporty śmierci.
1291;Geje.
1292;Gejowski czarnoksiężnik, który zmienia wszystkich w homoseksualistów.
1293;Genetyczne predyspozycje do alkoholizmu.
1294;Ghoul.
1295;Grube dziewczyny w legginsach.
1296;Gęsi.
1297;Głuchy.
1298;Mam udar.
1299;Tampon z mojej pochwy.
1300;Głód.
1301;Hawajska bogini Kapo i jej latająca odpinana pochwa.
1302;Hesus Hernandez Martinez el Contador junior.
1303;HIV.
1304;Hiszpańska inkwizycja.
1305;Hot-dog, którego włożyłam do mojej pochwy dziesięć dni temu.
1306;III wojna światowa.
1307;ISIS.
1308;Ilość małych marchewek, którą mogę zmieścić w dupie.
1309;Ja.
1310;Jak czytać przyszłość z Psycho-dropsów.
1311;Jakieś pieprzone solówki na gitarze.
1312;Jakiś skoncentrowany obóz dla ludzi.
1313;Jazz.
1314;Jeb!
1315;Jedna niezapomniana noc namiętności.
1316;Kalaor.
1317;Kanapka z chlebem.
1318;"Karta ""Wychodzisz wolny z więzienia""."
1319;Kawałki gównianych kartek świątecznych bez pieniędzy.
1320;Klonowanie Hitlera.
1321;Prawdziwe ludzkie połączenie.
1322;Kolejny gówniany rok.
1323;Komentarze na Youtube.
1324;Komitet Partii Komunistycznej.
1325;Kosmiczny rasizm.
1326;Kosmiczny robak, który pożera planety, imieniem Rachel.
1327;Kozy krzyczące jak ludzie.
1328;Krampus, austriacki bożonarodzeniowy potwór.
1329;Krasnolud, który nie pozostawi Cię w spokoju, dopóki nie porównasz rozmiaru penisa.
1330;Krem nieśmiertelności.
1331;Krytyczna teoria rasy.
1332;Ośmiornica wykonująca siedem robótek ręcznych i paląca papierosa.
1333;Kukurydza.
1334;Kulka woskowiny, nasienia i wycinków paznokci u nóg.
1335;Mały chłopiec, który nie przestanie gadać o dinozaurach.
1336;Kupowanie wirtualnych ubrań dla rodziny Simsów zamiast prawdziwych ubrań dla prawdziwej rodziny.
1337;Kwakanie jak kaczka zamiast używania przekonującej argumentacji.
1338;Kąpanie się nago w księżycowym gaju.
1339;Ledwo zarabia 25 000 rocznie.
1340;Mój agresywny chłopak, który naprawdę nie jest taki zły, kiedy go lepiej poznasz.
1341;Homoerotyczny montaż siatkówki.
1342;Liberałowie.
1343;Horda Wikingów.
1344;MUKA.
1345;Makao na śmierć i życie.
1346;Malejąca czystość białej rasy.
1347;Maleńkie, zrogowaciałe ręce chińskich dzieci, które stworzyły tę kartę.
1348;Mama.
1349;Masoni.
1350;Małe, zjełczałe dziewczęce pierdy.
1351;Mały koń.
1352;Brązowi ludzie.
1353;Mały strażak, który gasi drobne ogniska.
1354;MechaHitler.
1355;Mikroświnka ubrana w mały płaszcz przeciwdeszczowy i buciki.
1356;Fantazje drwala.
1357;Milion aligatorów.
1358;Miska majonezu i ludzkie zęby.
1359;Prawdziwy sens Świąt.
1360;Dziewczyny.
1361;Miękki, całusowy seks misyjny.
1362;Leki przeciwbólowe na receptę.
1363;Modny tryb dla nudystów Super Mario World.
1364;Moja jasnoróżowa dziura.
1365;Mój ulubiony skorpion, Tina.
1366;Dwayne The Rock Johnson.
1367;Moja skomplikowana historia, o której wkrótce się dowiesz.
1368;Moje jaja na twojej twarzy.
1369;Zmiażdżenie między udami Sereny Williams.
1370;Moja była żona.
1371;Cała enchilada.
1372;Włosi.
1373;Małe cycuszki, które mówią Yippee! kiedy ich dotkniesz.
1374;Władimir Putin.
1375;Mój napalony, napalony synu.
1376;Korporacyjna Ameryka.
1377;Kobiecy orgazm.
1378;Hasło do Wi-Fi.
1379;Protestujący pro-life.
1380;Kokaina na lunch.
1381;Heteronormatywność.
1382;Podróżujący w czasie chiński generał z dynastii Shang.
1383;Złe wybory życiowe.
1384;Moment, w którym feministki mają rację.
1385;Morfeusz.
1386;Mulat, albinos, komar i moje libido.
1387;Muzyka rockowa i seks przedmałżeński.
1388;Mój dobry stanik.
1389;Płynę w dół rzeki Hudson z innymi śmieciami.
1390;Mokre sny.
1391;Te motyki.
1392;Republikanie.
1393;Jedyny gej w promieniu stu mil.
1394;Mój dziadek na plaży nudystów.
1395;Mój penis w twoich ustach.
1396;Mój uprzywilejowany biały penis.
1397;Mój zdradzający, skurwiel, mąż.
1398;Uprawianie seksu po raz pierwszy.
1399;Karabin szturmowy AR-15.
1400;Męskie mięso.
1401;Podbijam mój floper.
1402;Dosłownie błagam o śmierć.
1403;Męskie spojrzenie.
1404;Mężczyzna w średnim wieku na rolkach.
1405;Nienawiść do siebie.
1406;Mężczyźni omawiający swoje uczucia w zdrowy emocjonalnie sposób.
1407;Kończy się nasienie.
1408;Nadepnięcie klocka LEGO.
1409;Nagła i niechciana poezja ze slumsów.
1410;Nagła utrata penisa.
1411;Najgorętsze MILF w Dallas.
1412;Nawiedzające spojrzenie irackiego dziecka.
1413;Nic.
1414;Nicolasa Cage’a.
1415;Jakkolwiek.
1416;Eksplozje.
1417;Nie szczepię swoich dzieci, bo jestem głupia.
1418;Nasz wibrator.
1419;Inwazja na Polskę.
1420;Nie spać, zwiedzać, ZAPIERDALAĆ!!!
1421;Niedopita flaszka.
1422;Okruszki na całym cholernym dywanie.
1423;Ptak, który sra ludzkimi odchodami.
1424;Niemiecka gra planszowa, w której najeżdżasz Polskę.
1425;Niepokalane poczęcie.
1426;Niepokalany odbyt Królowej Elżbiety.
1427;Nieprzerwana historia imperializmu i wyzysku.
1428;Niesłyszalne krzyki marchewek.
1429;Nieudacznik taki jak ty.
1430;Człowiek Kool-Aid.
1431;Karmię truskawkami moją dziwkę.
1432;Niezwykłe zabawki, które sprawiają, że dzieci nie odczuwają żadnych emocji.
1433;Nuda.
1434;Obalenie demokratycznie wybranego rządu Chile.
1435;Ocet.
1436;Obudzenie się w środku tornada.
1437;Odblokowanie nowej pozycji seksualnej.
1438;Odcinanie flamingom nóg przy użyciu nożyc ogrodowych.
1439;Odkrycie, że moim celem w życiu jest zabijanie ludzi i uprawianie seksu z ich ciałami.
1440;Odsłonięcie mojego masywnego koguta.
1441;Odważna kontynuacja tego rasistowskiego komentarza.
1442;Oglądanie lmów porno dla fabuły.
1443;Ojciec i syn walczący ze sobą o resztki chleba.
1444;Olbrzymi mechaniczny ptak z tragiczną historią.
1445;Osiągnięcie sukcesu reprodukcyjnego.
1446;Otwartość na nowe perspektywy Holocaustu.
1447;Pac-Man w niekontrolowany sposób pożera spermę.
1448;Wspieranie dzieciaka w Buicku.
1449;Adderall.
1450;Moja szyja, moje plecy, moja cipka i mój pęknięcie.
1451;Kobiety kolorowe.
1452;Sikam do spragnionych ust.
1453;Twoja mama.
1454;Power i jego współpracownicy.
1455;Pajęczy strumień wytrysku, który łapie światło, przemykając łukiem przez poranne powietrze.
1456;Trąd.
1457;Piksele bukkake.
1458;Gloryhole.
1459;Całe życie w smutku.
1460;Wściekłość menstruacyjna.
1461;Branie narkotyków z moimi dziećmi.
1462;Rytmy Afryki.
1463;Ostrza sutków.
1464;Umowa o zachowaniu poufności.
1465;Słońce i tęcze.
1466;Mój najlepszy przyjaciel wesoły.
1467;Pangenderowa ośmiornica przemierzająca kosmos w poszukiwaniu miłości.
1468;Zdjęcia cycków.
1469;Cała masa masła.
1470;Silne postacie kobiece.
1471;Epidemia opioidów.
1472;Cyjanek.
1473;Pachnie spermą.
1474;Wciąż będąc dziewicą.
1475;Ścięcie głowy przez helikopter.
1476;Zazdrość o penisa.
1477;KKK.
1478;Jak daleko mogę wsunąć własnego penisa w tyłek.
1479;Danny'ego DeVito.
1480;Patrzenie na spaloną wioskę i zamordowanych mieszkańców.
1481;Penis tak duży i tak czarny, że nawet światło nie jest w stanie uciec.
1482;Pepsi w butelce po Coca-Coli.
1483;Pewne je ne sais quoi.
1484;Mówienie, że wszystko jest w porządku, gdy wyraźnie nie wszystko jest w porządku.
1485;Wąchając i całując moje stopy.
1486;Pełna nagość od przodu.
1487;Udając, że się przejmuję.
1488;Flaga Konfederacji.
1489;Pełna siła amerykańskiego wojska.
1490;Pełna szacunku dyskusja na temat rasy i płci w Internecie.
1491;PiS.
1492;Picie moczu, aby przeżyć.
1493;Picie z toalety i jedzenie śmieci.
1494;Moja brzydka twarz i zła osobowość.
1495;Bagienny tyłek.
1496;Suski klaps.
1497;Sztuczne cycki.
1498;Topienie dzieci w wannie.
1499;Krzyki... straszne krzyki.
1500;Pieniądze z ropy naftowej w Arabii Saudyjskiej.
1501;Widząc płaczącego ojca.
1502;Bill Nye, naukowiec.
1503;Pierdnięcie i odejście.
1504;Umierający.
1505;Pierwsze zjedzenie przez psa.
1506;Piję benzynę, żeby zobaczyć, jak smakuje.
1507;Niewłaściwe jodłowanie.
1508;Dojrzewanie.
1509;Robienie palców.
1510;Pikantna kanapka z kurczakiem Wendy’s.
1511;Pizza rano, pizza wieczorem, pizza w porze kolacji.
1512;Piżmo Daniela Olbrychskiego.
1513;Podglądanie ludzi uprawiających seks w samochodach zaparkowanych w miejscach publicznych.
1514;Podział obowiązków.
1515;Pogodzenie teorii kwantów z ogólną teorią względności.
1516;Policjanci z małego miasteczka z karabinami M-4.
1517;Popełnianie samobójstwa w starym wiejskim bufecie.
1518;Popijam kombuchę jak zadowolony z siebie kawał gówna.
1519;Seks ze zwierzętami.
1520;Wdychanie farby w sprayu.
1521;Jej Królewska Mość, Królowa Aman na temat facetów Assless.
1522;Czarny Jezus.
1523;Używanie prezerwatywy.
1524;Morderstwo.
1525;Poprawność polityczna.
1526;Powolne przesuwanie się w stronę ogórka.
1527;Praca w magazynie Amazon.
1528;Okrywam się parmezanem i płatkami chili, bo jestem pizzą.
1529;Posiadanie wielkich marzeń, ale brak realistycznego sposobu na ich osiągnięcie.
1530;Praca.
1531;Rzucanie winogronami w Amana, dopóki ten nie straci kontaktu z rzeczywistością.
1532;Zostać zmiażdżonym przez automat.
1533;Przedwczesny wytrysk jak totalny przegryw.
1534;Przekazywanie pieniędzy i danych osobowych nieznajomym przez Internet.
1535;Przeniesienie skazanych do Australii.
1536;Przerażone, grube dziecko, które nie wyjdzie z krzaków.
1537;Przeszłość.
1538;Brak odwzajemniania seksu oralnego.
1539;Przeżyte doświadczenie Afroamerykanów.
1540;Przypływ cukierków.
1541;Ronalda Reagana.
1542;Jakkolwiek dużo zioła można kupić za 20 osób.
1543;Wargi, które mogłyby wyssać chrom z klamki.
1544;Przywracanie Niemiec do dawnej świetności.
1545;Płacz, sranie i jedzenie spaghetti.
1546;Płonący wrak Międzynarodowej Stacji Kosmicznej.
1547;Rak.
1548;Raniąc najbliższe mi osoby.
1549;Śmiejąc się przy kieliszkach szampana, podczas gdy biedni zamarzają na zewnątrz.
1550;Jeden cycek na wolności.
1551;Robienie gówna podczas biegania z pełną prędkością.
1552;Robię to w dupę.
1553;Wiatrak pełen trupów.
1554;Szklany sufit.
1555;Roboty, które po prostu chcą się bawić.
1556;Role filmowe dla aktorek powyżej 40 lat.
1557;Rosyjska ruletka pistoletem maszynowym.
1558;Rozpoczynanie gównianego protestu.
1559;Rozrywanie psa na pół.
1560;Rozwijanie drugorzędnych cech płciowych.
1561;Rzep.
1562;Sideboob.
1563;Opryszczka w ustach.
1564;Siedem osób nie żyje, trzy są w stanie krytycznym.
1565;Siedzieć mi na twarzy i mówić, że jestem śmieciem.
1566;Sielskie czasy segregacji rasowej.
